name,album_type,label,popularity,total_tracks,release_date,uri,image_url
Reflection (Deluxe),album,Syco Music/Epic,63,14,2015-01-30,spotify:album:0zAsh6hObeNmFgFPrUiFcP,https://i.scdn.co/image/ab67616d0000b2735bdd9e580fdda5e676a25e6a
The Widow Knows E.P.,single,Wyvern Lingo,31,5,2014-08-14,spotify:album:548WnictHrfJKj2u6tXqFe,https://i.scdn.co/image/ab67616d0000b2736fbd5300d0f51be963360367
Pleasure,single,Rhythm REPUBLIC,35,2,2021-04-23,spotify:album:2O40oGNRh8jJTCfutKMRkl,https://i.scdn.co/image/ab67616d0000b273c6732b7695d4e84cfdb81d73
OK Now,album,Island Def Jam,22,11,2008-01-01,spotify:album:3fKJJQFV6a61fnKYDDj2LU,https://i.scdn.co/image/ab67616d0000b2735da1093d047cc15eb66d27cf
HANN (Alone),single,CUBE ENTERTAINMENT,48,1,2018-08-14,spotify:album:4VLR1cDqRIeS86GYSJvlmZ,https://i.scdn.co/image/ab67616d0000b273ace0e90dab0e51a4aec4f50a
Oasis,album,Mosaic Whispers,0,9,2018,spotify:album:1VpHqAIW8Pu343GJa0UpRQ,https://i.scdn.co/image/ab67616d0000b27372ab17caf31d0387153ec39b
Unforgettable,album,CAPITOL CATALOG MKT (C92),53,12,1954-01-01,spotify:album:7GBvXtxnvBluo2f4xBVNkm,https://i.scdn.co/image/ab67616d0000b273fdd261528e3590ac36bb85f0
Who's Next (Deluxe Edition),album,Polydor Records,66,29,1971-08-14,spotify:album:5MqyhhHbT13zsloD3uHhlQ,https://i.scdn.co/image/ab67616d0000b273fe24dcd263c08c6dd84b6e8c
Is There Anybody Out There?,album,Epic,61,13,2014-01-20,spotify:album:1yOcLa4euMk9sV7rRJ89Dl,https://i.scdn.co/image/ab67616d0000b273554488d0c51967b1654d8ce5
good 4 u,single,Olivia Rodrigo PS,13,1,2021-05-14,spotify:album:3rMjL8NA5Wh2hbMNk2fSlY,https://i.scdn.co/image/ab67616d0000b273670ec029374e082f921f9f74
Fearless (Taylor's Version),album,Taylor Swift,78,26,2021-04-09,spotify:album:4hDok0OAJd57SGIT8xuWJH,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de
The Bridge,album,Columbia,46,9,1986-07-28,spotify:album:2fRxSC6FtiAkhEDVZr2seH,https://i.scdn.co/image/ab67616d0000b273800f95060baebdd6aea0f4b9
Young The Giant (Special Edition),album,Roadrunner Records,59,15,2011,spotify:album:2ww7MYrkExsljnKhcINDse,https://i.scdn.co/image/ab67616d0000b27351729fae66d02122c4951153
I Don’t Wanna Live Forever (Fifty Shades Darker),single,Universal Music Group,0,1,2016-12-09,spotify:album:5MxXY7DbFMUiHFTPUabgJJ,https://i.scdn.co/image/ab67616d0000b2732ae921f082ae5db4d3da818f
Traffic light,single,ShowPLAY ENTERTAINMENT,43,1,2021-05-14,spotify:album:4lHGpxL8peLQSZRgl1Lssm,https://i.scdn.co/image/ab67616d0000b273aae78727e396da9f03032eda
XOXO,album,THE BLACK LABEL/Interscope Records,58,8,2021-10-29,spotify:album:63pvOn2B5pUUcUKUwIEg9m,https://i.scdn.co/image/ab67616d0000b273350ecac91d0f0af55788c648
I Never Loved a Man the Way I Love You,album,Rhino Atlantic,60,14,1967-03-10,spotify:album:5WndWfzGwCkHzAbQXVkg2V,https://i.scdn.co/image/ab67616d0000b2736aa9314b7ddfbd8f036ba3ac
Not Shy,single,Republic Records - ITZY,58,6,2020-08-17,spotify:album:5NN55LKbjzX16a7Uf8u7Os,https://i.scdn.co/image/ab67616d0000b2732f74587e89fe803fa61d748e
KAI - The 1st Mini Album,single,SM Entertainment,59,6,2020-11-30,spotify:album:6xpxMAUhk8hiDTa5zT7F86,https://i.scdn.co/image/ab67616d0000b27337ff46852249bdfc938beefa
HELP EVER HURT NEVER,album,Universal Music LLC,71,11,2020-05-20,spotify:album:03QiFOKDh6xMiSTkOnsmMG,https://i.scdn.co/image/ab67616d0000b273731953ff97a79644f6eb7b4e
The Beatles (Remastered),album,EMI Catalogue,69,30,1968-11-22,spotify:album:1klALx0u4AavZNEvC4LrTL,https://i.scdn.co/image/ab67616d0000b2734ce8b4e42588bf18182a1ad2
Rollin',single,Brave Entertainment,39,5,2017-03-07,spotify:album:4GQIMQs8dxEjI3el1HCGzq,https://i.scdn.co/image/ab67616d0000b273bd2e2ad104a29896dae6b84a
Last Train To Paris,album,Bad Boy / Interscope,56,16,2010-01-01,spotify:album:2psjRixnoePs8ZqE8cuU5Z,https://i.scdn.co/image/ab67616d0000b2730b1cfc3df4d9d5d4cbce9208
Storming The Castle,album,UNC Achordants,0,12,2021-06-09,spotify:album:1wjibXmmViZMNA1HsMo7f6,https://i.scdn.co/image/ab67616d0000b273db17fec53a7c243f7809a328
The Lion King,compilation,Walt Disney Records,67,12,1994-01-01,spotify:album:3YA5DdB3wSz4pdfEXoMyRd,https://i.scdn.co/image/ab67616d0000b273660aadbda2da6b1c2dd3d1a5
Metallica,album,Blackened Recordings,4,12,1991-08-12,spotify:album:6QdCohkHKNTVoaSx1ZzitH,https://i.scdn.co/image/ab67616d0000b273af07dc851962508661bbcfce
Rachmaninov: Piano Concerto No.2,album,Decca Music Group Ltd.,47,3,2012-01-01,spotify:album:5lVqgXqdoIH3W1wUM2hzPx,https://i.scdn.co/image/ab67616d0000b2738e6adfe4421d106633abde7b
Ashes,single,Arista Records,60,1,2020-05-03,spotify:album:41gMZm0ib3Je8hU0eFNUwS,https://i.scdn.co/image/ab67616d0000b2730db4898026f2f0d478abf0e7
Somebody Else,single,VÉRITÉ,38,1,2016-09-09,spotify:album:3Q4yhhyFA2cpZq2FGOgMwU,https://i.scdn.co/image/ab67616d0000b273ce94afb9aa5d73f00852a45b
Sophie Milman,album,Linus Entertainment Inc.,0,12,2004-01-01,spotify:album:2g5alWoreAp8i1Jjz2XHr4,https://i.scdn.co/image/ab67616d0000b273d2d2df3486c5c45d238b2e25
Djadja,single,Rec. 118,0,1,2018-04-06,spotify:album:76VGIFOKrF1rba6Xznep45,https://i.scdn.co/image/ab67616d0000b273ec2c05eda18004c5cc7a3df3
翼はいらない<Type A>(通常盤),single,KING RECORDS,8,6,2016-06-01,spotify:album:5fTeBDOk2HaA6MwHSspPIx,https://i.scdn.co/image/ab67616d0000b273e7ba5d5ba7ea0f853ba37f24
KINGDOM <FINAL : WHO IS THE KING?>,single,"Genie Music Corporation, Stone Music Entertainment",48,6,2021-05-28,spotify:album:3n1NaviPQXfiVQ0TarnAf4,https://i.scdn.co/image/ab67616d0000b273d700b5ddf45596b3793d3963
Nothing But The Best (Remastered),compilation,FRANK SINATRA DIGITAL REPRISE,60,22,2008-01-01,spotify:album:3i67sGIVw8EBlgfSRv3Lj2,https://i.scdn.co/image/ab67616d0000b273b81d66d1416afa139d12767b
"Our Blues, Pt. 10 (Original Television Soundtrack)",single,"Genie Music Corporation, Stone Music Entertainment",47,2,2022-05-22,spotify:album:0mP330aRyX4P4ZjarRKnXO,https://i.scdn.co/image/ab67616d0000b2732d5c8b45ab7a204c4de48605
Circle Of Life,album,RCA Victor - Munich,10,12,1996-11-08,spotify:album:3W9Uo4nvI281sjlEIrR6z6,https://i.scdn.co/image/ab67616d0000b273720cef48a476da39b3bd2a4e
"How Big, How Blue, How Beautiful",album,Universal-Island Records Ltd.,43,11,2015-06-01,spotify:album:2btszoya78vyT8fwelmVnz,https://i.scdn.co/image/ab67616d0000b273749edeb8bb7308fcb146badc
Chopin: Preludes; Sonata No.2,album,Deutsche Grammophon (DG),31,30,2002-01-01,spotify:album:33YXJqoFV5AQwbo4yfk22n,https://i.scdn.co/image/ab67616d0000b273da673657374e88d973dad080
HOLO,single,"Genie Music Corporation, Stone Music Entertainment",45,1,2020-07-23,spotify:album:5xq9sm0jGMMDu5LifpBBo1,https://i.scdn.co/image/ab67616d0000b2733aed2ab6fbf6cd62a0abf8d8
REBEL,single,브레이브 엔터테인먼트,31,4,2022-04-28,spotify:album:7EMQBRGlIDhP9SwjOx9xgF,https://i.scdn.co/image/ab67616d0000b2733c82a88c1d031bcac1949277
Tapestry,album,Ode/Epic/Legacy,63,12,1971,spotify:album:12n11cgnpjXKLeqrnIERoS,https://i.scdn.co/image/ab67616d0000b27323350feac07f56d8b96f33d5
The Lion King: The Gift,album,Parkwood Entertainment/Columbia,61,27,2019-07-19,spotify:album:552zi1M53PQAX5OH4FIdTx,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99
Home,album,Open Wide/Monument/Columbia,59,12,2002-08-27,spotify:album:1zgQkZFMRqx1Lz9GVXghLt,https://i.scdn.co/image/ab67616d0000b27389847614971c417b722c4d97
Shutdown (Feat. Seori),single,RBW Inc.,42,2,2021-12-30,spotify:album:3qGgRGX3KHbwph4AzWVko1,https://i.scdn.co/image/ab67616d0000b273498f71db374f1a18ac831412
PSY 7TH ALBUM,album,YG Entertainment,49,9,2015-12-01,spotify:album:1aHmoh8Iog2xqwVk9A77yc,https://i.scdn.co/image/ab67616d0000b2731c0522b1f119c06409b838dc
Take Love Easy,album,Linus Entertainment,0,13,2009-05-05,spotify:album:0a7Ut6OPSs8SvPDhFXL4ar,https://i.scdn.co/image/ab67616d0000b273d404febd467623a6f893b177
Beautiful Trauma,album,RCA Records Label,64,13,2017-10-13,spotify:album:7hwhuEQT4Fp5bzwLlYZtiz,https://i.scdn.co/image/ab67616d0000b27300164c96548a622d34b39828
FOREVER 1 - The 7th Album,album,SM Entertainment,71,10,2022-08-05,spotify:album:3CcgnUkTrUaPTt4Ms1MkoP,https://i.scdn.co/image/ab67616d0000b273aea29200523b1ee4d5b2c035
; [Semicolon],single,PLEDIS Entertainment,59,6,2020-10-19,spotify:album:1EMYSiKKTSKLZrOC2nTStL,https://i.scdn.co/image/ab67616d0000b273aa12f5b5b2ea88f26ab76846
La Bohème,compilation,Warner Music Group - X5 Music Group,7,42,1998,spotify:album:4FqWqqnsUS8gKpLEYnuICl,https://i.scdn.co/image/ab67616d0000b2734ef4b094282cfe59c8252409
Purpose - The 2nd Album,album,SM Entertainment,48,10,2019-10-28,spotify:album:0h6wCpdgpSOAbYDDYJVuwr,https://i.scdn.co/image/ab67616d0000b273b87c0d76ed9c7b1654b390d0
Around the World - A Folk Song Collection,album,Warner Classics,7,20,1991-02-01,spotify:album:2YLEK2g3iwuhW4vp02XRnn,https://i.scdn.co/image/ab67616d0000b273fa70f75821d8ef6496b3ff64
Fifty Shades Freed (Original Motion Picture Soundtrack),compilation,Republic/Universal/FSF,70,22,2018-02-09,spotify:album:4w0N1CaZwQ5RPIuawqlYyy,https://i.scdn.co/image/ab67616d0000b2736cd9798b6ace10ff98d1abdd
Vocal Spectrum II,album,Naked Voice Records,22,12,2008-07-15,spotify:album:1RDzZXCmf9q1SQbyz48HFq,https://i.scdn.co/image/ab67616d0000b273ddb98c5497cea19e35a33391
Odd - The 4th Album,album,SM Entertainment,48,11,2015-05-18,spotify:album:47zSQLQWjPLmiEbCpOOEJa,https://i.scdn.co/image/ab67616d0000b27338b29effd5af942ca8d7a8b0
Gotta Go,single,"Genie Music Corporation, Stone Music Entertainment",0,1,2019-01-02,spotify:album:7BYCvUqCaeIo2jgOl9iAGr,https://i.scdn.co/image/ab67616d0000b2733de8d21c10a5beed844bba5b
6equence,single,RBW Inc.,45,7,2022-01-19,spotify:album:0SXzCRUFSNGBG1S1lqvzb1,https://i.scdn.co/image/ab67616d0000b2733618088cfcd2a966a61937cb
Dream,single,"MYSTIC ENTERTAINMENT, ChoongangICS, SM ENTERTAINMENT, JYP ENTERTAINMENT",50,2,2016-01-07,spotify:album:7ciJtZ2tYXhKsndQ7bf7Vw,https://i.scdn.co/image/ab67616d0000b273112b210accd05345a17a46f0
EXPLORE!,album,Sony Music Entertainment,49,10,2015-11-25,spotify:album:6TXaOwBLoyJrD6vem7L8Ba,https://i.scdn.co/image/ab67616d0000b273714fc63956d45e97196c7af7
REAL,single,Kakao Entertainment,49,7,2010-12-09,spotify:album:4WY1pPvmP9sBlVICuPxBQh,https://i.scdn.co/image/ab67616d0000b27315cf3110f19687b1a24943d1
The Fame Monster (Deluxe Edition),album,Interscope,72,23,2009-11-05,spotify:album:6rePArBMb5nLWEaY9aQqL4,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa
IU 5th Album 'LILAC',album,EDAM Entertainment,64,10,2021-03-25,spotify:album:01dPJcwyht77brL4JQiR8R,https://i.scdn.co/image/ab67616d0000b2734ed058b71650a6ca2c04adff
Doo-Wops & Hooligans,album,Atlantic Records,77,10,2010-10-05,spotify:album:1uyf3l2d4XYwiEqAb7t7fX,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
MONTERO,album,Columbia,79,15,2021-09-17,spotify:album:6pOiDiuDQqrmo5DbG0ZubR,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
The Grand Illusion,album,A&M,54,8,1977-01-01,spotify:album:6MFIBPVrZjHjP0pPkVF3IU,https://i.scdn.co/image/ab67616d0000b27388f0f719259b0dec23a7c367
Hot Sauce - The 1st Album,album,SM Entertainment,61,10,2021-05-10,spotify:album:1miTgxRTUje9Jqml1aOSUi,https://i.scdn.co/image/ab67616d0000b2739dec4de4b22d56be408ee2fd
"HELLO Chapter 3: Hello, Strange Time",single,WM Korea,40,5,2020-10-27,spotify:album:6w3QkgYGtf6LfiWb5iCYc1,https://i.scdn.co/image/ab67616d0000b2737694471cc29815e2b3864637
Summer Special [Flip That],single,WM Korea,57,6,2022-06-20,spotify:album:7odJeHxR62PWP4Cms4GpwB,https://i.scdn.co/image/ab67616d0000b2735fe0013ebb4022adc0f042be
deja vu,single,Olivia Rodrigo PS,8,1,2021-04-01,spotify:album:3lwHyR4joA1xB7Nun21EP6,https://i.scdn.co/image/ab67616d0000b2735a61e19eaffec620c1899c47
NCT RESONANCE Pt. 1 - The 2nd Album,album,SM Entertainment,49,13,2020-10-12,spotify:album:6kudlOyCqSQfsBVSdPZEu4,https://i.scdn.co/image/ab67616d0000b2734525dae431a233a077d2395c
Señorita,single,Citizen Queen/RCA Records,19,1,2019-12-02,spotify:album:40wlfdkpATRjUMtrlt6BFb,https://i.scdn.co/image/ab67616d0000b27348c7740526dec326d08b28d8
Love Rain,single,SOURCE MUSIC,28,1,2018-06-29,spotify:album:40fAbWLsPvL0nUuiDCwxHu,https://i.scdn.co/image/ab67616d0000b273f8155fafa8e6f4d332f2e907
"Sincerely,",album,The Loreleis,0,10,2016-03-22,spotify:album:4szRoyYFWqLMea8NLx2TpL,https://i.scdn.co/image/ab67616d0000b273bbbb078a4589c3cfad8bd34a
"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2",single,Stone Music Entertainment,54,2,2016-08-29,spotify:album:68xTLBWjoRADRf86WYmTmy,https://i.scdn.co/image/ab67616d0000b273cb95963709806e12d93128d4
Swalla (feat. Nicki Minaj & Ty Dolla $ign),single,Beluga Heights/Warner Records,62,1,2017-02-23,spotify:album:2e5CxfyEwBW115beiwh7Mc,https://i.scdn.co/image/ab67616d0000b2739d6522bee68370fa5592301d
SUGA's Interlude,single,Capitol Records,45,1,2019-12-06,spotify:album:0JfaSjTaej3QB27ofjnbQV,https://i.scdn.co/image/ab67616d0000b273da43139cbb1612e1b94eed4a
Jirisan (Original Television Soundtrack) Pt. 4,single,"에이스토리, 모스트콘텐츠",35,2,2021-11-07,spotify:album:2FUiBNFWz47sBPEf3Dcma4,https://i.scdn.co/image/ab67616d0000b27354260e31027fc151dcb7161e
channel ORANGE,album,Red Zone Entertainment / IDJ,77,17,2012-07-10,spotify:album:392p3shh2jkxUxY2VHvlH8,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
Paint Me Naked - SM STATION,single,SM Entertainment,44,2,2021-08-10,spotify:album:4oj5R0SVazc5Eq3WnIC0e6,https://i.scdn.co/image/ab67616d0000b273dad8806d4958b875dd487f6e
Some,single,Starship Ent.,47,2,2014-02-07,spotify:album:2r1oAmMSnUasXigJ2fTwk6,https://i.scdn.co/image/ab67616d0000b27361166666e32b86c3e9a7b78b
REPLAY - The 8th Repackage Album,album,SM Entertainment,43,15,2018-04-12,spotify:album:5uxH9so2Yrmi6nLClUZJkv,https://i.scdn.co/image/ab67616d0000b27364a3178b264477550c4bcdb6
"Martha Argerich Live, Vol. 4",album,DOREMI,8,20,2017-01-20,spotify:album:69aoRIAIVb2TbIuxmxKYCR,https://i.scdn.co/image/ab67616d0000b273cd31955199f9a2695c04b2a8
MOVE - The 2nd Album,album,SM Entertainment,52,9,2017-10-16,spotify:album:2Ka8QpE2XUUjL4vOQihkJH,https://i.scdn.co/image/ab67616d0000b27362fad74218294c98e510c1c8
Metropolis: The Chase Suite (Special Edition),album,Bad Boy Records,27,7,2008-08-12,spotify:album:3T3bJi3cvwR5U7ihwgEwF1,https://i.scdn.co/image/ab67616d0000b273b72cb7bed93d6e2fdf42cffe
Mr. Simple - The 5th Album,album,SM Entertainment,45,13,2011-08-02,spotify:album:0eouyQPmljivHfUuG5nYBa,https://i.scdn.co/image/ab67616d0000b273daf7982ccaad9ca5e1603792
Dangerous Woman,album,Universal Records,2,15,2016-05-20,spotify:album:3OZgEywV4krCZ814pTJWr7,https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd
A Rush of Blood to the Head,album,Parlophone Records Limited,77,11,2002-08-08,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
Almost 8:08,album,UNC Achordants,0,11,2017-09-06,spotify:album:1gbG9XfNmlfNGEnOTH0f6N,https://i.scdn.co/image/ab67616d0000b2731bf130ee9a90bd5cce66e40e
I - The 1st Mini Album,single,SM Entertainment,50,6,2015-10-07,spotify:album:4e7kLQu7SKBUiMtV5WH3A1,https://i.scdn.co/image/ab67616d0000b273f531f18feaf3c28366ad52d4
BOCA 2004: Best Of College A Cappella,compilation,Varsity Vocals,0,18,2004-01-01,spotify:album:5qrIP0zXoDQUSZ9l1ZaECQ,https://i.scdn.co/image/ab67616d0000b273074aa2a16488cba06eade483
Jelly,single,Cube Entertainment,26,1,2017-11-05,spotify:album:7iTA4T8A4tDU77Dt6y3f9m,https://i.scdn.co/image/ab67616d0000b273276ccd3b144c9c0f9ba152b6
City Lights - The 1st Mini Album,single,SM Entertainment,52,6,2019-07-10,spotify:album:6AeMj5CMeTXRGhmUuv0LH3,https://i.scdn.co/image/ab67616d0000b2738c0903b4b02840c57f103db4
ˣ‿ˣ (SMiLEY),single,"Genie Music Corporation, Stone Music Entertainment",56,5,2022-01-17,spotify:album:7qldKtsOWklzmwgll5NjCw,https://i.scdn.co/image/ab67616d0000b273a435b6276480ed558eece0fd
I Love You.,album,Columbia,79,11,2013-04-19,spotify:album:4xkM0BwLM9H2IUcbYzpcBI,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
Begin to Hope,album,Sire,52,19,2006-06-13,spotify:album:4L4tcx3itXbtx5kuchKhFE,https://i.scdn.co/image/ab67616d0000b2732d81f491319b86356eb10c4e
MAP OF THE SOUL : 7,album,BIGHIT MUSIC / HYBE,4,20,2020-02-21,spotify:album:6mJZTV8lCqnwftYZa94bXS,https://i.scdn.co/image/ab67616d0000b2738afcb7dd182cffe8d53b781e
Söngvakeppnin 2020,compilation,Ríkisútvarpið - Exclusively distributed by Alda Music,6,32,2020-01-18,spotify:album:32ypMgv8eQ7ACVd2uBaPG7,https://i.scdn.co/image/ab67616d0000b27304c7f62f1ecf29cfc4c1df3b
The Fame,album,Interscope,69,15,2008-01-01,spotify:album:1jpUMnKpRlng1OJN7LJauV,https://i.scdn.co/image/ab67616d0000b273631810af03785dbad83f5c81
GLASSY,single,"Genie Music Corporation, Stone Music Entertainment",49,2,2021-10-07,spotify:album:2WCMmZ8vXBnkVp97PzLeoA,https://i.scdn.co/image/ab67616d0000b273351ac6effa17d7780a306d24
‘The ReVe Festival’ Day 2,single,SM Entertainment,39,6,2019-08-20,spotify:album:3DXz6ItR9DzIw9S0h3Cxfc,https://i.scdn.co/image/ab67616d0000b2733a7804057d817ff9f68ca85c
RISE,album,The Nor'easters,0,11,2016-02-09,spotify:album:6V8819n4bdv7dA5mFdCIAo,https://i.scdn.co/image/ab67616d0000b273759fbdcd40288d874a398749
Debussy: Clair De Lune and Other Piano Favourites,album,Nimbus Records,53,20,1994,spotify:album:4O5tv6jrLH80bmll46xEEe,https://i.scdn.co/image/ab67616d0000b2736e7bb273ff9cb1de1e1d4d0a
MANIFESTO : DAY 1,single,BELIFT LAB,70,6,2022-07-04,spotify:album:5J8MNLLViH5zqM6VoGErz8,https://i.scdn.co/image/ab67616d0000b2732e308994a76a473a4f88c1aa
evermore,album,Taylor Swift,75,15,2020-12-11,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be
The Chaos Chapter: FREEZE,album,Republic Records - TXT,67,8,2021-05-31,spotify:album:5Zdr9vactwnJH4Vpe9Mid9,https://i.scdn.co/image/ab67616d0000b273253a9c74941281b0407ce940
I trust,single,Universal Music LLC,59,5,2020-04-06,spotify:album:57sl8AvqVqm4Fadre0z8FQ,https://i.scdn.co/image/ab67616d0000b273664020dc5b2af2d454ffa2d4
Point Of Know Return (Expanded Edition),album,Epic/Legacy,63,12,1977,spotify:album:6oU298pdPTCQnMx1PYwyUA,https://i.scdn.co/image/ab67616d0000b27359f0f56a7cd13526b5b4204c
GREAT!,single,"DUBLEKICK COMPANY, Kakao Entertainment",52,6,2018-01-03,spotify:album:5vt2sEP5J0VNbYXoA7h2k4,https://i.scdn.co/image/ab67616d0000b273a5bb4ef1ca42f4378d815c7c
Guilty Pleasure,single,RBW Inc.,51,3,2021-11-24,spotify:album:7jke1vYOze3jdyTiWhtFnz,https://i.scdn.co/image/ab67616d0000b2731dfb11871aa63ac9010c0619
Sgt. Pepper's Lonely Hearts Club Band (Remastered),album,EMI Catalogue,64,13,1967-06-01,spotify:album:6QaVfG1pHYl1z15ZxkvVDW,https://i.scdn.co/image/ab67616d0000b27334ef8f7d06cf2fc2146f420a
First Love,album,YG Entertainment,41,9,2013-03-28,spotify:album:74thqvuyVQfosFffvKx2uo,https://i.scdn.co/image/ab67616d0000b273bb0a530fc901e88d1c7a9f4d
Melting,album,"Genie Music Corporation, Stone Music Entertainment",43,12,2016-02-26,spotify:album:11hjJntrvmauDoga4Krr0U,https://i.scdn.co/image/ab67616d0000b27338fc902e1d368df7fc0d77a3
No Tears Left to Cry,single,Citizen Queen/RCA Records,17,1,2018-12-11,spotify:album:2f47uqbseyM4AGSCiIQaw2,https://i.scdn.co/image/ab67616d0000b273a0dbab021f379ba34283a4ed
In the Name of Love,single,Epic Amsterdam,63,1,2016-07-29,spotify:album:1FOJ5IXGXe8dl0cXvCU6wK,https://i.scdn.co/image/ab67616d0000b2738c77bcf5f5a227d270d23370
IN LIFE,album,Republic Records - Stray Kids,64,17,2020-09-14,spotify:album:0aERWcI2KYSCM4biUihB9X,https://i.scdn.co/image/ab67616d0000b273703093f86fd5c8bd79500610
the collective soul and unconscious: chapter one,single,MYSTIC STORY,55,5,2022-02-23,spotify:album:4ophrgcnwWi1I5nWYImyhw,https://i.scdn.co/image/ab67616d0000b27337392cac38ca8efa2315b04e
The Game,album,Hollywood Records,45,11,1980-06-27,spotify:album:1h0j80HhdzIMsUGUFiVkqa,https://i.scdn.co/image/ab67616d0000b2737bf7ee0ed15bef2699900a6b
Devil,single,Universal Music LLC,41,1,2019-09-06,spotify:album:1HpLXN8RRy1lHO3jckCTkN,https://i.scdn.co/image/ab67616d0000b2732ca65c45697e473a0d9d1711
Carry the Fire,album,Sire,42,16,2012-06-19,spotify:album:42NjSADnDs97o75bICIqs0,https://i.scdn.co/image/ab67616d0000b27349aaf14f0936159764cd728a
Kick Back - The 3rd Mini Album,single,LABEL V,50,6,2021-03-10,spotify:album:5BxZKzmJTisFVvDG14HJum,https://i.scdn.co/image/ab67616d0000b273aa3c4149d50790fae5cac236
"Days Of Wine And Roses, Moon River And Other Academy Award Winners",album,FRANK SINATRA DIGITAL REPRISE,55,11,1964,spotify:album:7FAo3wmrJNNzz2W5Z5ZG80,https://i.scdn.co/image/ab67616d0000b273ff0dae802acb38075786b58c
Escape (Bonus Track Version),album,Columbia,70,14,1981,spotify:album:43wpzak9OmQfrjyksuGwp0,https://i.scdn.co/image/ab67616d0000b273c5653f9038e42efad2f8a266
DON'T FIGHT THE FEELING - Special Album,single,SM Entertainment,52,5,2021-06-07,spotify:album:7Jw48lPmYuYftfQv5LmAzI,https://i.scdn.co/image/ab67616d0000b273e70b87a4bd471f82768bdcb9
Once More 'Round the Sun,album,Reprise,48,11,2014-06-20,spotify:album:7mEkBi9a2p2f1WQbnH8Qk5,https://i.scdn.co/image/ab67616d0000b2736faddf21400e22f617bcd2e4
Lover,album,Taylor Swift,83,18,2019-08-23,spotify:album:1NAmidJlEaVgA3MpcPFYGq,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
Pink Friday,album,Nicki Minaj/Cash Money,0,18,2010-01-01,spotify:album:5jem47f4IRH6UaxNAWO6vD,https://i.scdn.co/image/ab67616d0000b27343f15453faa4973061411a79
Joker is Alive,single,해피페이스 엔터테인먼트,25,6,2015-04-15,spotify:album:4vxOwoqNxefHAdZLWVrbmL,https://i.scdn.co/image/ab67616d0000b2735d5972016e683b8033dc26ac
The Good Life,single,Nettwerk Records,0,5,2018-07-10,spotify:album:2xCZSSa0kfIJFDhQR8bYar,https://i.scdn.co/image/ab67616d0000b273c1b7ec01d1c069683ddbe76e
Blue Neighbourhood (Deluxe),album,EMI Recorded Music Australia Pty Ltd,57,16,2015-12-04,spotify:album:5ouTDazE4LF9bVJPx1nlgW,https://i.scdn.co/image/ab67616d0000b2731a104e8630a97b573201f655
Don't Shoot Me I'm Only The Piano Player,album,EMI,62,14,1973-01-22,spotify:album:1reJ8DttK5EGwdyf7y9FBR,https://i.scdn.co/image/ab67616d0000b273f67fbf0d465cca2b3e25af96
Diana Ross Presents The Jackson 5,album,UNI/MOTOWN,63,12,1969-12-18,spotify:album:51uoKRa8vT5SULrlF8s2t1,https://i.scdn.co/image/ab67616d0000b27316aaf05fe82237576a7d0e38
Trouble Maker,single,CUBE ENTERTAINMENT,45,4,2011-12-01,spotify:album:130MEXfaPjOmSkE18F9rJm,https://i.scdn.co/image/ab67616d0000b273ef6b9310f4cef9d603fa8873
Magical Mystery Tour (Remastered),album,EMI Catalogue,64,11,1967-11-27,spotify:album:2BtE7qm1qzM80p9vLSiXkj,https://i.scdn.co/image/ab67616d0000b273692d9189b2bd75525893f0c1
NEXT EPISODE,single,YG Entertainment,48,7,2021-07-26,spotify:album:0Pt0eGpyNO5dDN8PORypSy,https://i.scdn.co/image/ab67616d0000b273d66b542a97ff4311e8474354
